0,title,url,description,Group0,Group0_,内容分類,サイト分類,学校的科目,その他科目,科目詳細,細目,場所・所属,タグ,
110,ウインズスコア,http://brass.winds-score.com/,,,,Misic,Shop,音楽,,音楽出版社,,,,
111,ロケットミュージック,http://www.gakufu.co.jp/,,,,Misic,Shop,音楽,,音楽出版社,,,,
112,ブレーン,http://www.brain-music.com/,,,,Misic,Shop,音楽,,音楽出版社,,,,
113,フォスターミュージック,http://www.fostermusic.jp/,,,,Misic,Shop,音楽,,音楽出版社,,,,
114,ティーダ出版,http://www.teeda-japan.com/teeda_publishing/index.html,,,,Misic,Shop,音楽,,音楽出版社,,,,
115,CAFUAレコード,http://www.cafua.com/,,,,Misic,Shop,音楽,,音楽出版社,,,,
116,東京ハッスルコピー,http://www.hustlecopy.co.jp/,,,,Misic,Shop,音楽,,音楽出版社,,,,
117,ヤマハ「ぷりんと楽譜」,http://www.print-gakufu.com/,,,,Misic,Shop,音楽,,音楽出版社,,,,
118,アトリエ・エム,http://www.atelierm.net/,,,,Misic,Shop,音楽,,音楽出版社,,,,
119,アコード出版,http://www.accord-publishing.jp/,,,,Misic,Shop,音楽,,音楽出版社,,,,
120,ウインドアート出版,http://www.wind-art.com/,,,,Misic,Shop,音楽,,音楽出版社,,,,
121,吹奏楽楽譜情報ASKS Winds ～吹奏人のための情報サイト～,http://askswinds.com/,,ASKS,,Misic,Shop,音楽,,音楽出版社,,,,
122,吹奏楽楽譜販売ASKS Winds,http://askswinds.com/shop/,,,ASKS,Misic,Shop,音楽,,音楽出版社,,,,
123,ニュー・サウンズ・イン・ブラス - UNIVERSAL MUSIC JAPAN,http://www.universal-music.co.jp/new-sounds-in-brass,,,,Misic,Shop,音楽,,音楽出版社,,,,
124,ネクサス音楽出版,https://www.nexuss.net/,,,,Misic,Shop,音楽,,音楽出版社,,,,
125,vio.la.coocan,http://vio.la.coocan.jp/,,ViolaJokes,,Misic,,音楽,,音楽小ネタ,,,,
126,Viola Jokes in Japanese,http://vio.la.coocan.jp/jokes/violajoke.html,,,ViolaJokes,Misic,,音楽,,音楽小ネタ,,,,
127,Sheet Music | MuseScore,https://musescore.com/sheetmusic/,フリーソフトMuseScoreのオンライン楽譜共有。,,,Misic,,音楽,,楽譜DB,,,,
128,ペトルッチ楽譜ライブラリー,http://imslp.org/wiki/%E3%83%A1%E3%82%A4%E3%83%B3%E3%83%9A%E3%83%BC%E3%82%B8,日本語有。著作権切れ楽譜掲載サイト,,,Misic,,音楽,,楽譜DB,,,,
129,free-scores.com,http://www.free-scores.com/,英語。無料楽譜サイト。,,,Misic,,音楽,,楽譜DB,,,,
130,RUSTICANA,http://rusticana.seesaa.net/,日本語。クラシック無料楽譜、格安楽譜含む,,,Misic,,音楽,,楽譜DB,,,,
131,IN Harmony: Sheet Music from Indiana,http://webapp1.dlib.indiana.edu/inharmony/welcome.do,英語。インディアナ州立大学ライブラリー,,,Misic,,音楽,,楽譜DB,,,,
"132,Partita,http://www.partita.ru/,ロシア語サイト。
メニューは左から順に、 マーチ、ワルツ、タンゴ、フォックストロット、トラディッショナル、その他、 コンサート、ジャズ、アンサンブル、ソロ、文学、フォーラム、検索,,,Misic,,音楽,,楽譜DB,,,,"
133,Winds Score,http://www.winds-score.com/,,,,Music,Shop,音楽,,音楽出版社,,,,
134,ヤマハミュージックメディア　―　吹奏楽（NSB、ウインズスコア）,http://www.ymm.co.jp/score/wind_inst.php,,,,Music,Shop,音楽,,音楽出版社,,,,
135,ヤマハ,http://jp.yamaha.com/,,,,Music,Shop,音楽,,音楽出版社,,,,
136,下倉楽器,http://www.shimokura-gakki.com/,,,,Music,Shop,音楽,,音楽業者,,,,
137,気象庁,https://www.jma.go.jp/,,JMA,,Others,,,,,,,,
138,熊谷地方気象台,http://www.jma-net.go.jp/kumagaya/,,,JMA,Others,,,,,,,,
139,JR東日本,http://www.jreast.co.jp/,,,,Others,,,,,,,,
140,埼玉新都市交通株式会社　ニューシャトル,http://www.new-shuttle.jp/,,,,Others,,,,,,,,
141,城北埼玉中学・高等学校,http://www.johokusaitama.ac.jp/,,城玉,,Private,,,,,,,,
142,城北埼玉中学・高等学校同窓会　薫風会,http://www.jottama-ob.com/,,,城玉,Private,,,,,,,,
143,城北埼玉中学・高等学校吹奏楽部,http://jottamabrass.web.fc2.com/,,,城玉,Private,,,,,,,,
144,城北埼玉中学高等学校・吹奏楽部　OB会,https://sites.google.com/site/jotabraob/,,,城玉,Private,,,,,,,,
145,My docomo,http://www.mydocomo.com/,,docomo,,Private,,,,,,,,
146,ドコモネール(ブラウザ版),https://mail.smt.docomo.ne.jp/,,,docomo,Private,,,,,,,,
147,AirDroid,http://web.airdroid.com/,,,,Private,WebTool,,,,,,,
148,Home,https://zacky.xxxxxxxx.jp/test/Zacky0922.github.io/lab/,,MySite,,Private,,,,,,,,
149,Arduino / Processing Topics,https://zacky.xxxxxxxx.jp/test/Zacky0922.github.io/lab/semi/,学生時代に作った研究室ゼミ資料の使い回しですが、参考程度にどうぞ。,,MySite,Private,,,,,,,,
150,Zacky's techno memo,https://zacky.xxxxxxxx.jp/test/Zacky0922.github.io/lab/tech/,最近調べたことのメモ置き場です。もし何かの足しになればご活用ください。,,MySite,Private,,,,,,,,
151,旧サイト,https://www.zacky.xxxxxxxx.jp/,,,MySite,Private,,,,,,,,
152,公益財団法人ニューテクノロジー振興財団 - つくばチャレンジ・全日本マイクロマウス大会,http://www.ntf.or.jp/,,,,Robot,イベント・大会,工業,,,,,,
153,社団法人日本機械学会(ロボティクス･メカトロニクス部門) - ロボットグランプリ,http://www.robotgrandprix.com/,,,,Robot,イベント・大会,工業,,,,,,
154,社団法人日本機械学会 ロボティクス・メカトロニクス部門ロボコンプロデュース実行委員会・メカトロニクス教育研究会 - ロボコンプロデュース,,※毎年運営母体が変わるため、固定リンクが貼れません…,,,Robot,イベント・大会,工業,,,,,,
155,社団法人精密工学会 - 国際マイクロメカニズムコンテスト,http://www.jspe.or.jp/,,,,Robot,イベント・大会,工業,,,,,,
156,社団法人組み込みシステム技術協会 - ETロボコン,http://www.etrobo.jp/,,,,Robot,イベント・大会,工業,,,,,,
157,ロボコン(高専・大学・ABU・IDC),http://www.official-robocon.com/,,,,Robot,イベント・大会,工業,,,,,,
158,全国高等学校ロボット競技大会,,※毎年運営母体が変わる(各都道府県教育関連部署)ため、固定リンクが貼れません…,,,Robot,イベント・大会,工業,,,,,,
159,NPO法人青少年科学技術振興会 - FIRST LEGO League (FLL),http://www.firstjapan.jp/,,,,Robot,イベント・大会,工業,,,,,,
160,RESUCUE ROBOT CONTEST<br/>レスキューロボットコンテスト,http://www.rescue-robot-contest.org/,,,,Robot,イベント・大会,工業,,,,,,
161,キャチロボバトルコンテスト,http://catchrobo.net/,,,,Robot,イベント・大会,工業,,,,,,
162,Intelligent Robot Contest Festival<br/>知能ロボットコンテストフェスティバル,http://www.inrof.org/,,,,Robot,イベント・大会,工業,,,,,,
163,ロボカップ日本委員会,http://www.robocup.or.jp/,,,,Robot,イベント・大会,工業,,,,,,
164,ロボカップジュニアジャパン,http://www.robocupjunior.jp/,,,,Robot,イベント・大会,工業,,,,,,
165,ROBOSQUAREロボカップ,http://robosquare.city.fukuoka.lg.jp/robocup/index.html,,,,Robot,イベント・大会,工業,,,,,,
166, Renesas マイコンカーラリー,http://www.mcr.gr.jp/,,,,Robot,イベント・大会,工業,,,,,,
167,ルネサスマイコンカーラリー競技大会,http://www.mcr.gr.jp/general/index.html,,,,Robot,イベント・大会,工業,,,,,,
168,ジャパンマイコンカーラリー,http://www.mcr.gr.jp/index2.html,,,,Robot,イベント・大会,工業,,,,,,
169,富士ソフト ロボット競技会,http://www.fsi.co.jp/robot/,,,,Robot,イベント・大会,工業,,,,,,
170,全日本ロボット相撲大会,http://www.fsi.co.jp/sumo/,,,,Robot,イベント・大会,工業,,,,,,
171,全日本ロボットアメリカンフットボール大会,http://www.fsi.co.jp/foot/,,,,Robot,イベント・大会,工業,,,,,,
172,芝浦工業大学SRDC (Shibaura Robotics Development Circle),http://srdc.info/,,,,Robot,大学,工業,,,,,,
173,芝浦工業大学ロボット遊交部からくり,http://www.karakuri-sit.net/,,,,Robot,大学,工業,,,,,,
174,芝浦工業大学ロボット技術研究サークル (ロボ技),http://www21.atwiki.jp/robogi-sit/,,,,Robot,大学,工業,,,,,,
175,電気通信大学ロボメカ工房,http://www.rmkoubou.mce.uec.ac.jp/,,,,Robot,大学,工業,,,,,,
176,東京理科大学Mice,http://mice.deca.jp/,,,,Robot,大学,工業,,,,,,
177,法政大学電気研究会,http://denken.ws.hosei.ac.jp/home/,,,,Robot,大学,工業,,,,,,
178,早稲田大学マイクロマウスクラブ (WMMC),http://www.waseda.jp/1g-wmmc/,,,,Robot,大学,工業,,,,,,
179,Benesse High School Online,http://bhso.benesse.ne.jp/,,,,School,,,,,,,,
180,東書Eネット,https://ten.tokyo-shoseki.co.jp/,,,,School,,,,,,,,
181,北辰図書 - 北辰テスト,http://www.hokushin-t.jp/,,,,School,,,,,,,,
182,独立行政法人 大学入試センター,http://www.dnc.ac.jp/,,,,School,,,,,,,,
183,amazon,https://www.amazon.co.jp/,,,,Shopping,Shop,,,,,,,
184,honto,http://honto.jp/,,,,Shopping,Shop,,,,,,,
185,EXPANSYS,http://www.expansys.jp/,,,,Shopping,Shop,,,,,,,
186,Tsite,http://tsite.jp/,,,,Shopping,Shop,,,,,,,
187,東急ハンズ,http://www.tokyu-hands.co.jp/,,,,Shopping,Shop,,,,,,,
188,mixi,http://mixi.jp/,,,,SNS,,,,SNS・mail,,,,
189,Facebook,http://www.facebook.com/,,,,SNS,,,,SNS・mail,,,,
190,Twitter,https://twitter.com/,,,,SNS,,,,SNS・mail,,,,
191,オンライン初音島 - Club Circus,http://www.club-circus.jp/,,,,SNS,,,,SNS・mail,,,,
192,discord,https://discordapp.com/activity,,,,SNS,WebTool,,,SNS・mail,,,,
193,freeml,http://www.freeml.com/,,,,SNS,,,,SNS・mail,,,,
194,CodePen,https://codepen.io/,,,,Tech,WebTool,工学,Software,,,,,
195,IPひろば,http://www.iphiroba.jp/,,,,Tech,,,,,Web,,,
196,プチコン,https://smileboom.com/special/petitcom/,プチコンシリーズは、ニンテンドーDSi/DSiLL/3DS（DSiウェア）上で動作するBASICプログラミングソフトです。,,,Tech,,工学,Software,,BASIC,,,
"197,Arduino公式サイト,http://www.arduino.cc/,Arduinoとは、Atmel社の8bitマイコンを搭載した、マイコンボードです。
ハードウェア・プログラミング(C/C++)初心者でも扱いやすく、世界中で普及しています。,Arduino,,Tech,,工学,Software,,Arduino,,,"
198,Arduino日本語リファレンス - 武蔵野電波,http://www.musashinodenpa.com/arduino/ref/,,,Arduino,Tech,,工学,Software,,Arduino,,,
"199,Processing(Java),http://processing.org/,Processingとは、Javaの汎用関数をパッケージングしたプログラミング環境です。
ソフトウェア・プログラミング初心者でも扱いやすく、世界中で普及しています。

ArduinoとProcessingは、どちらもマサチューセッツ工科大学メディアラボ(MIT Media Lab.)で開発されたツールであり、とても相性が良いので、平行した学習が可能です。,Processing,,Tech,,工学,Software,,Processing,,,"
200,Processing日本語リファレンス - technotype OpenProcessing,http://www.technotype.net/processing/reference/index_ext.html,,,Processing,Tech,,工学,Software,,Processing,,,
201,OpenProcessing,http://www.openprocessing.org/,Processingで作成したスケッチを公開できるサイトです。,,Processing,Tech,,工学,Software,,Processing,,,
202,Raspberry Pi,https://www.raspberrypi.org/,,RasPi,,Tech,,工学,Software,,RasPi,,,
203,Volumio,https://volumio.org/,,,RasPi,Tech,,工学,Software,,RasPi,,,
204,OSMC,https://osmc.tv/,,,RasPi,Tech,,工学,Software,,RasPi,,,
"205,MIT Media Lab. - Scratch,http://scratch.mit.edu/,MIT Media Lab.
                                                                                                                                                                                                                                                                ブロックを組み合わせてプログラムを視覚的に作成できるツールです。
                                                                                                                                                                                                                                                                構造化プログラミングの構造が目に見えるだけでなく,ハードウェアとの連携も多く提供されていて,汎用的に教材利用できます。,,,Tech,,工学,Software,,教材,,,"
206,プログラミン,http://www.mext.go.jp/programin/,文科省による和製Scratchです。,,,Tech,,工学,Software,,教材,,,
207,Fritzing,http://fritzing.org/,回路図作成ソフトです。,,,Tech,,工学,Hardware,,回路,,,
208,Internet Archive,https://archive.org/,,,,Tech,,,,,Web,,,
209,CiNii,http://ci.nii.ac.jp/,,,,Tech,学会・論文,,,,,,,
210,独立行政法人科学技術振興機構(JST) - 国際科学技術コンテスト,http://contest.jst.go.jp/,,,,Tech,,工業,,,,,,
211,社団法人日本機械学会 流体工学部門 - 流れの夢コンテスト・流れのふしぎ展,http://www.jsme-fed.org/contests/index.html,,,,Tech,,工業,,,,,,
212,NPO法人日本モデルロケット協会 - モデルロケット全国大会,http://www.ja-r.net/,,,,Tech,,工業,,,,,,
213,O'REILLY - Make: Tokyo Meeting,http://www.oreilly.co.jp/mtm/,,,,Tech,,工業,,,,,,
214,CQ出版社 - エレキジャック・フォーラム,http://www.eleki-jack.com/forum/,,,,Tech,,工業,,,,,,
215,高専カンファレンス,http://kosenconf.jp/,,,,Tech,,工業,,,,,,
216,全国高等専門学校プログラミングコンテスト,http://www.procon.gr.jp/,,,,Tech,,工業,,,,,,
217,International collegiate Virtual Reality Contest<br/>国際学生対校バーチャルリアリティコンテスト,http://ivrc.net/,,,,Tech,Event・Spot,,,,,,,
218,電子工作コンテスト,http://elecontest.com/,,,,Tech,Event・Spot,,,,,,,
219,Make:Japan - Maker Faire,http://makezine.jp/,,,,Tech,Event・Spot,,,,,,,
220,DIGITAL CONTENT EXPO,http://www.dcexpo.jp/,近未来のデジタルコンテンツが集まる展示会です。,,,Tech,Event・Spot,,,,,,,
